Class,Name,Description
"AAAA","F_KBE__TRA","Payment Transfer Company Code"
"FI","F_KKCASH","FI-CA Authorization Object for Payment at Cash Desk"
"FI","F_KKCC","Obsolete !!! FI-CA Correspondence Generation"
"FI","F_KKCMK","FI-CA - Manual Checks Lot"
"FI","F_KKCO","Obsolete !!! FI-CA Correspondence in Contract A/R and A/P"
"FI","F_KKCODU","Correspondence Dunning in Contract Accounting"
"FI","F_KKCR","FI-CA Display Creditworthiness of a BP and Change Manually"
"FI","F_KKCRPO","Authorization Assignment in Credit Processing"
"FI","F_KKCR_BUK","FI-CA Authorization for Check Management / DFKKCR"
"FI","F_KKDEVREV","FI-CA Deferred Revenue Postings Transfer Posting Run"
"FI","F_KKDU","FI-CA Dunning in Contract Accounts Receivable & Payable"
"FI","F_KKDUTL","FI-CA Dunning: Telephone List"
"FI","F_KKDU_BUK","FI-CA Dunning in Contract Accts Rec. & Payable: CoCode Auth."
"FI","F_KKINDPAY","FI-CA Payment Specification"
"FI","F_KKINK","FI-CA Authorization Object for Collection Agency"
"FI","F_KKINSTPL","FI-CA Auth. for Installment Plans in a Contract Account"
"FI","F_KKINTER","Authorization for Interest Posting"
"FI","F_KKIP","FI-CA Payment Specification"
"FI","F_KKKO_AEN","FI-CA Document in Contract A/R + A/P: Changeable Fields"
"FI","F_KKKO_BEG","FI-CA Doc.in Contract Accts Rec. & Pay.: Acct Authorization"
"FI","F_KKKO_BUK","FI-CA Doc.in Contract Accts Rec.& Pay.: CoCode Authorization"
"FI","F_KKKO_GSB","FI-CA Doc.in Contract Accts Rec. & Pay.: Business Area Auth."
"FI","F_KKMA","FI-CA Mass Activities in Contract Accts Receivable & Payable"
"FI","F_KKMDU","Master Data Lot in Contract Accounts Receivable and Payable"
"FI","F_KKMIGRAT","FI-CA IS Migration Workbench"
"FI","F_KKNR","FI-CA NOC Returns Lot in Conract Accts Rec. and Payable"
"FI","F_KKPY","FI-CA Automatic Payment Transactions in Contract A/R & A/P"
"FI","F_KKRD_MAS","FI-CA Document Reversal - Mass Processing"
"FI","F_KKRK","FI-CA Returns Lot in Contract A/R + A/P"
"FI","F_KKRV","FI-CA Transfer Posting Run Receivable Evaluation"
"FI","F_KKSEPA","FI-CA : SEPA Mandates"
"FI","F_KKSU","FI-CA Reconciliation Key and Posting Totals"
"FI","F_KKVARI","FI-CA Maintain Variants for Parallel Processing"
"FI","F_KKVK_BEG","FI-CA Contract Account: Authorization Group"
"FI","F_KKVK_BUK","FI-CA Contract Account: Company Code Authorization"
"FI","F_KKVK_FDG","Contract Account: Authorization for Individual Field Groups"
"FI","F_KKVK_VKT","FI-CA Contract Acct: Contract Acct Type Authorization"
"FI","F_KKWOFF","FI-CA Write-Off Open Documents of a Business Partner"
"FI","F_KKWOFFM","FI-CA Authorization for Mass Clearing of Open Documents"
"FI","F_KKZK","FI-CA Payment Lot in Contract A/R & A/P"
"FI","F_KKZWF","FI-CA Authorization for Receivables Evaluation"
"FI","F_KK_AVIS","FI-CA Payment Advice Note in Contract A/R + A/P"
"FI","F_KK_CJROL","Cash Journal: Maintenance of Responsibilities"
"FI","F_KK_EBPP","FI-CA Special Functions for FSCM Biller Direct"
"FI","F_KK_FCODE","FI-CA authorizations for GUI functions with master data"
"FI","F_KK_KUKON","Authorization Check for Short Account Assignment"
"FI","F_KK_LOCK","FI-CA Processing Locks"
"FI","F_KK_ODBUK","FI-CA Request: Company Code Authorization"
"FI","F_KK_ODCLA","FI-CA Request: Mass Approval of Requests"
"FI","F_KK_ODCLS","FI-CA Request: Authorization for Request Class"
"FI","F_KK_ODTYP","FI-CA Request: Authorization for Request Category"
"FI","F_KK_REPT","FI-CA Receipt Management"
"FI","F_KK_SEC","FI-CA Security Deposit"
"FI","F_KK_SOND","FI-CA Special Functions"
"FI","F_KMT_MGMT","Account Assignment Model: Auth. for Maintenance and Use"
"FI","F_KNA1_AEN","Customer: Change Authorization for Certain Fields"
"FI","F_KNA1_APP","Customer: Application Authorization"
"FI","F_KNA1_BED","Customer: Account Authorization"
"FI","F_KNA1_BUK","Customer: Authorization for Company Codes"
"FI","F_KNA1_GEN","Customer: Central Data"
"FI","F_KNA1_GRP","Customer: Account Group Authorization"
"FI","F_KNA1_KGD","Customer: Change Authorization for Account Groups"
"FI","F_KNB1_ANA","Customer: Authorization for Account Analysis"
"FI","F_KNKA_AEN","Credit Management: Change Authorization for Certain Fields"
"FI","F_KNKA_KKB","Credit Management: Authorization for Credit Control Area"
"FI","F_KNKA_MAN","Credit Management: General Maintenance Authorization"
"FI","F_KNKK_BED","Credit Management: Account Authorization"
"FI","F_LC_AUS","Consolidation: Authorization for reports"
"FI","F_LC_COM","Consolidation: Authorization for companies"
"FI","F_LC_ERH","Consolidation: Authorization for data entry forms"
"FI","F_LC_LDNR","Consolidation: Authorization for ledgers"
"FI","F_LC_SUBD","Consolidation: Authorization for subgroup"
"FI","F_LC_URUN","Consolidation: Authorization for update"
"FI","F_LC_VERS","Consolidation: Authorization for versions"
"FI","F_LFA1_AEN","Vendor: Change Authorization for Certain Fields"
"FI","F_LFA1_APP","Vendor: Application Authorization"
"FI","F_LFA1_BEK","Vendor: Account Authorization"
"FI","F_LFA1_BUK","Vendor: Authorization for Company Codes"
"FI","F_LFA1_GEN","Vendor: Central Data"
"FI","F_LFA1_GRP","Vendor: Account Group Authorization"
"LA","F_L_ACCRUL","Leasing Accounting Authorization Object"
"FI","F_MAHN_BUK","Automatic Dunning: Authorization for Company Codes"
"FI","F_MAHN_KOA","Automatic Dunning: Authorization for Account Types"
"FI","F_MANDATE","Authorization to Process a SEPA Mandate in FI"
"IS","F_MET_BEG","Loans: Authorization Group for Condition Table"
"ISRE","F_MIE_SKO","Real Estate: Rental agreement - Authorization for conditions"
"ISRE","F_MNG_CON","Real Estate: Management Contract - Authorization for CoCd"
"FI","F_NFBA","Authority Check for Nota Fiscal Writer Brazil"
"IS_B","F_NTC_ACT","BCA Notice: Activities for each Bank Area"
"IS_B","F_NTC_AMT","F_NTC_AMT"
"IS_B","F_NTC_GRP","Notice: Authorization for each Group"
"IS_B","F_NTC_PER","F_NTC_PER"
"IS_B","F_PAIT_ACG","BCA Payment Item: Authorization Group According to Account"
"IS_B","F_PAIT_ACT","BCA Payment Item: Activity"
"IS_B","F_PAIT_ATT","BCA Payment Item: Authorization Types"
"IS_B","F_PAIT_BDA","BCA Payment item: Backdated payment items."
"IS_B","F_PAIT_BKA","BCA Payment Item: Bank Area"
"IS_B","F_PAIT_BPG","BCA Payment Item: Authorization Group According to BP"
"IS_B","F_PAIT_GRP","BCA Payment Item: Authorization Group"
"IS_B","F_PAIT_PRG","BCA Payment Item: Authorization Group According to Product"
"IS_B","F_PAOR_ACG","BCA Payment Order: Authorization Group According to Account"
"IS_B","F_PAOR_ACT","BCA Payment Order: Activity"
"IS_B","F_PAOR_ATT","BCA Payment Order: Authorization Types"
"IS_B","F_PAOR_BKA","BCA Payment Order: Bank Area"
"IS_B","F_PAOR_BPG","BCA Payment Order: Authorization Group According to BP"
"IS_B","F_PAOR_GRP","BCA Payment Order: Authorization Group"
"IS_B","F_PAOR_PRG","BCA Payment Order: Authorization Group According to Product"
"IS_B","F_PAYM_ACT","Additional activity checks for payment items/orders"
"FI","F_PAYOH_AV","Release and Rejection Reasons"
"FI","F_PAYRQ","Authorization Object for Payment Requests"
"FI","F_PAYR_BUK","Check Management: Action Authorization for Company Codes"
"IS_B","F_PERI_ACT","BCA Periodic Tasks: Activity (Simulation Update Run)"
"ISRE","F_PMT_TRNS","Real Estate: Payment Transaction - Author. CoCd/Activity"
"IS","F_POD_BEG","Loans: Authorization Group for Files"
"IS","F_POH_BEG","Loans: Authorization Group for Main Files"
"IS_B","F_PROD_GRP","BCA/FIPR Product: Authorization Group"
"FI","F_PSDO_BEG","PSCD Document: Authorization Group for Contract Object"
"FI","F_PSDO_VGT","PSCD Beleg: Contract Object Type Authorization"
"FI","F_PSFA_CAT","PSCD Facts. Fact Type Parts"
"FI","F_PSFA_SET","PSCD Facts: Authorization for a Fact Set."
"FI","F_PSFA_TYP","PSCD Facts. Fact Set Parts"
"FI","F_PSMEC_CR","Expenditure Certification: Certification Run"
"FI","F_PSMEC_FS","Expenditure Certification: Financing Source"
"FI","F_PSMEC_OP","Expenditure Certification: Certifying Operation"
"FI","F_PSM_DRUL","Rules for Account Assignment Derivation"
"FI","F_PSM_DSTR","Strategy for Account Assignment Derivation"
"FI","F_PSOB_ATT","PSCD Contract Object: Authorization Types"
"FI","F_PSOB_BEG","PSCD Contract Object: Authorization Group"
"FI","F_PSOB_FDG","PSCD Contract Object: Field Groups"
"FI","F_PSOB_VGT","PSCD Contract Object: Object Type Authorization"
"ISRE","F_REAJ_AT","Real Estate: Adjustment Measure"
"ISRE","F_REAJ_CG","Real Estate: Comparative Group"
"ISRE","F_REAJ_PR","Real Estate: Adjustment of Conditions"
"ISRE","F_REBD_AO","Real Estate: Architectural Object"
"ISRE","F_RECD_CN","Real Estate: Conditions - Contract"
"ISRE","F_RECD_RO","Real Estate: Conditions - Rental Object"
"ISRE","F_RECN","Real Estate: Real Estate General Contract"
"ISRE","F_RECN_ATT","Real Estate: Authorization Types for General Contract"
"ISRE","F_RECN_FDG","Real Estate: Field Groups for General Contract"
"ISRE","F_RECN_SKO","Real Estate: Conditions for Real Estate General Contracts"
"FI_T","F_REC_TAX","Authorization Check for Tax Auditor"
"FI","F_REGU_BUK","Automatic Payment: Activity Authorization for Company Codes"
"FI","F_REGU_KOA","Automatic Payment: Activity Authorization for Account Types"
"ISRE","F_REIT_DS","Real Estate: Input Tax Distribution"
"ISRE","F_REIT_OR","Real Estate: Option Rate Determination"
"ISRE","F_REIT_TC","Real Estate: Correction Object"
"ISRE","F_RELM_JL","Real Estate: Joint Liability"
"ISRE","F_RELM_LR","Real Estate: Land Register"
"ISRE","F_RELM_NA","Real Estate: Notice of Assessment"
"ISRE","F_RELM_PE1","Real Estate: Public Register: Contamination/Non-Hazard.Waste"
"ISRE","F_RELM_PE2","Real Estate: Public Register: Site Protection"
"ISRE","F_RELM_PE3","Real Estate: Public Register: Development Plan"
"ISRE","F_RELM_PE4","Real Estate: Public Register: Easement Register"
"ISRE","F_RELM_PL","Real Estate: Parcel of Land"
"ISRE","F_RELM_RC","Real Estate: Parcel Update"
"ISRE","F_REMM_MN","Real Estate: Mandate"
"ISRE","F_REOR_MP","Real Estate: Move Planning"
"ISRE","F_REOR_OF","Real Estate: Contract Offer"
"ISRE","F_REOR_OO","Real Estate: Offered Object"
"ISRE","F_REOR_RR","Real Estate: RE Search Request"
"ISRE","F_REOR_RS","Real Estate: Reservation"
"ISRE","F_REOR_SRV","Real Estate: Services"
"ISRE","F_RERA_OP","Real Estate: One-Time Postings"
"ISRE","F_RESC_PG","Real Estate: Participation Group"
"ISRE","F_REXC_MS","Real Estate: Main Rent Statement"
"ISRE","F_RE_BRGRP","Real Estate: Authorization Group"
"ISRE","F_RE_REPOR","Real Estate: Reporting - Author.for CoCd/Auth.Grp/Data Type"
"ISRE","F_RE_TRANS","Real Estate: General Transaction Authorization"
"ISRE","F_RNT_ADJ","Real Estate: Rent Adjustment - Authorization for CoCd/Method"
"ISRE","F_RNT_OFF","Real Estate: Offer - Authorization for CoCd/Bus.Entity"
"FI","F_RPCODE","Repetitive Code"
"FI","F_RPROC","Intercompany Reconciliation: Authorizations"
"IS_B","F_RPUS_ATT","Retirement plan: Authorization types"
"IS_B","F_RPUS_FDG","Retirement plan: Field groups"
"FI","F_RQRSVIEW","Bank Ledger: Viewer for Request Response Messages"
"IS_B","F_RTP_ACT","Retirement plan: Activity"
"IS_B","F_RTP_AGP","Retirement plan: Authorization group"
"IS_B","F_RTP_BKA","Retirement plan: Bank area"
"IS_B","F_RTP_BPA","Retirement plan: Authorization accountholder"
"IS_B","F_RTP_BPG","Retirement plan: Authorization accountholder (obsolete)"
"IS_B","F_RTP_GRP","Retirement plan: Authorization group (obsolete)"
"AAAB","F_SEPA_MDT","Authorization for Processing a Global SEPA Lock"
"FI","F_SKA1_AEN","G/L Account: Change Authorization for Certain Fields"
"FI","F_SKA1_BES","G/L Account: Account Authorization"
"FI","F_SKA1_BUK","G/L Account: Authorization for Company Codes"
"FI","F_SKA1_KTP","G/L Account: Authorization for Charts of Accounts"
"FI","F_STAT_MON","Bank Relationship: Status Monitor authorizations"
"IS_B","F_STOR_ACG","BCA Standing Order: Authorization Group According to Account"
"IS_B","F_STOR_ACT","BCA Standing Order: Activity"
"IS_B","F_STOR_ATT","BCA Standing Order: Authorization Types"
"IS_B","F_STOR_BKA","BCA Standing Order: Bank Area"
"IS_B","F_STOR_BPG","BCA Standing Order: Authorization Group According to BP"
"IS_B","F_STOR_FDG","BCA Standing Order: Field Groups"
"IS_B","F_STOR_GRP","BCA Standing Order: Authorization Group"
"IS_B","F_STOR_PRG","BCA Standing Order: Authorization Group According to Product"
"IS","F_STO_TRAN","Loans: Authorization for Reversal Transaction"
"FI","F_T011","Financial Statements: General Maintenance Authorization"
"FI","F_T011E","Authorization for Financial Calendar"
"FI","F_T011_BUK","Planning: Authorization for Company Codes"
"FI","F_T042_BUK","Payment Program Customizing: Authorization for Company Codes"
"FI","F_T060_ACT","Info System: Account Type/Activity for Evaluation View"
"IS_B","F_TD_CORR","controls the  correction of  an already fixed time deposit."
"FI","F_TRAVL","Travel Planning"
"FI","F_TRAVL_RW","Travel Expenses: Posting Run Management"
"FI","F_TRAVL_S","Travel Planning Status Travel Agency"
"FI","F_TRAVL_TG","Separation Allowance"
"FI","F_TRAVL_TP","Maintain Separation Allowance Periods"
"TRTM","F_TR_MRM_S","Scenario Maintenance"
"AAAB","F_TXW_RA","DART: Retrieve data from archive"
"AAAB","F_TXW_TF","DART: Data extracts"
"AAAB","F_TXW_TFCF","DART: Data extract configuration"
"AAAB","F_TXW_TV","DART: Data view queries"
"AAAB","F_TXW_TVC2","DART: Data view configuration, with AuthGrp"
"AAAB","F_TXW_TVCF","DART: Data view configuration"
"TRTM","F_T_FBNAME","Treasury: Authorization for Asynchronous Datafeed"
"IS","F_T_PART_B","Treasury: Business Partners: Authorization Group per Role"
"IS","F_T_PART_R","Treasury: Business Partners: Role Authorization"
"TRTM","F_T_TRANSB","Treasury: Transaction Authorization"
"TRTM","F_T_VTBLL","Limit Transfers"
"TRTM","F_T_VTBLR","Limit Reservations"
"TRTM","F_T_VTBLV","Limit"
"TRTM","F_T_VTBMA","Master Agreement"
"FSCM","F_UDM_ESCA","Dispute Case: Check of Escalation Reasons"
"FSCM","F_UDM_GRUP","Authorization for Collection Group"
"FSCM","F_UDM_PRUN","Program with Parallel Processing"
"FSCM","F_UDM_SGMT","Authorization for Collection Segment"
"FSCM","F_UDM_STGY","Authorization for Strategies"
"FSCM","F_UDM_WLIT","Worklist Items"
"FSCM","F_UHC_ACT","Collection Case: Actions"
"FSCM","F_UKM_SGMT","SAP Credit Management Authorization for Credit Segment"
"ISRE","F_UMV_BUK","Real Estate: Sales-based agreement adj. - CoCd authorization"
"FI_T","F_VGINT","Change to Posting Rule in FEBAN"
"FI","F_WEB_ADRS","Display/Change of Address Data via Web Interface"
"FI","F_WEB_BANK","Display/Change of Bank Data"
"FI","F_WEB_BCNF","Display/Change of a Balance Confirmation"
"FI","F_WEB_BLNC",
"FI","F_WEB_EBPP","Participation in EBPP Process via Web Interface"
"FI","F_WEB_ITEM",
"FI","F_WEB_MTCH",
"ISRE","F_WIBE","Real Estate: Cost Efficiency Analysis"
"FI","F_WORKQ001","Authorization Object for Work Queue"
"FI","F_WTMG","Withholding Tax Changeover"
"ISRE","F_XCIT_ICI","Real Estate: Italian localisation - ICI"
"ISRE","F_XCIT_IRE","Real Estate: Italian localisation - IRE"
"ISRE","F_XCPT_IMI","Real Estate: Portugal Localization - IMI"
"IS","F_ZTXT_ACT","Word Processing: Maintenance Authorization"
"FI","G_022_GACT","FI-SL Customizing: Transactions"
"FI","G_800S_GSE","Special Purpose Ledger Sets: Set"
"AAAB","G_800_GRP","Report Writer: Report"
"AAAB","G_801H_GCL","Report Writer: Parallel Report"
"AAAB","G_801K_GLB","Report Writer: Library"
"AAAB","G_801U_GSY","Report Writer: Standard Layout"
"FI","G_802G_GSV","Special Purpose Ledger Sets: Variable"
"AAAB","G_803J_GJB","Report Writer: Report Group"
"FI","G_806H_GRJ","FI-SL Rollup"
"FI","G_820_GPL","FI-SL Planning: Planning Parameters"
"FI","G_821S_GSP","FI-SL planning: Distribution keys"
"FI","G_880_GRMP","FI-SL Customizing: Global Companies"
"FI","G_881_GRLD","FI-SL Customizing: Ledger"
"FI","G_888_GFGC","FI-SL Customizing: Field Movements"
"FI","G_ADMI_CUS","Central Administrative FI-SL Tools"
"FI","G_ALLOCTN","Special Purpose Ledger - Assessment/Distribution"
"AAAB","G_EXTRACT","Report Writer: Extract Management (obsolete, do not use)"
"AAAB","G_GB90_","Validation/Substitution/Rules: Rules"
"AAAB","G_GB92_","Validation/Substitution/Rules: Substitution"
"AAAB","G_GB93_","Validation/Substitution/Rules: Validation"
"FI","G_GLTP","Spec. Purpose Ledger Database (Ledger, Record Type, Version)"
"FI","G_REPO_GLO","FI-SL: Global reporting (global company)"
"FI","G_REPO_LOC","FI-SL: Local Reporting (Company Code)"
"EHS","HSMA","EHS: Hazardous Substance Management"
"ISAD","H_AFFECTED",
"ISAD","H_AUTOGEN","Mass generation tool of homebuilding"
"ISAD","H_BROWSE","Community browser of the homebuilding solution"
"ISAD","H_FITLIST","Maintenance object for product fit list"
"ISAD","H_RULES","Rules maintenance of the homebuilding solution"
"AAAB","IB_IBASE","Authorization Object for Installed Base"
"IHC","IHC_ACTION","Authorizations for IHC Activities"
"IHC","IHC_CMSTAT","Cash Management Status of In-House Cash"
"IHC","IHC_ROUTE","Authorizations in Route Definition"
"SPM","INSPRESULT","Checks read, write , change and delete authorizations"
"ISAA","ISA_AUCT","Authorization Object ISA  R/3 - Auctioning via Webshop/eBay"
"ISAA","ISA_CAT_PR","Display of catalog prices in Internet Sales ERP"
"ISAA","ISA_DOC","Internet Sales  ERP Sales Document Authorizations"
"ISAA","ISA_UADM","Authorization for the ISA ERP User Admin application"
"PM","I_AER","Follow-Up Order Creation"
"IS_I","I_AGCY_ACT","Agency Collections: Activities"
"IS_I","I_AGCY_CD","Agency Coll.: Cash Desk (Select,Open,Close,Create,Admin)"
"IS_I","I_AGCY_CON","Agency Collections: Container"
"IS_I","I_AGCY_DDW","Agency Coll.: Cash Desk (Deposits, Differences, Withdrawals)"
"IS_I","I_AGCY_DIF","Agency Collections: Difference Rules"
"IS_I","I_AGCY_INT","Agency Collections: Interest Calculation Authorization Obj."
"IS_I","I_AGCY_MOD","Agency Collections: Mode"
"IS_I","I_AGCY_PAY","Agency Collections: Payment Methods"
"IS_I","I_AGCY_PRO","Agency Collections: Transaction Categories"
"IS_I","I_AGCY_SEL","Agency Collections: Selection Variants"
"IS_I","I_AGCY_TC","Agency Collections: Temporary Collections"
"PM","I_ALM_ME","Mobile Asset Management"
"PM","I_AUART","PM: Order Type"
"PM","I_BEGRP","PM: Authorization Group"
"PM","I_BETRVORG","PM: Business Operation"
"ISAD","I_BSTR_LGE","Authorization object for logbook"
"PM","I_CCM_ACT","Configuration Control authorization object"
"PM","I_CCM_EBOM","Authorization for CCM BOM Item Maintenance"
"PM","I_CCM_STRC","Structure gap maintenance authority"
"IS_I","I_CDRI_SB","FS-CD: Clearing Estimation Postings in Account Maintenance"
"IS_I","I_CDRI_SE","FS-CD: Clearing Cash Losses in Account Maintenance"
"IS_I","I_COINS_CT","FS-CD: Identification of Coinsurance Shares"
"WCM","I_CONFLICT","WCM: Checks for Lockout/Tagout"
"PM","I_CONFSTOR","PM: Mass Cancellation of Confirmations"
"WCM","I_FCODE","WCM: Function Codes (e.g. Operational Cycle)"
"ISAD","I_GPD_BRK","GPD Maintenance of the Breakpoint Table"
"ISAD","I_GPD_CPEG","GPD Collective Pegging Authorisation"
"ISAD","I_GPD_DIST","GPD Collective Distribution Authorisation"
"ISAD","I_GPD_EX","GPD Maintenance of the Exceptions Table"
"ISAD","I_GPD_PEG","GPD Manual Pegging Authorisation"
"ISAD","I_GPD_XP","Authorization for Cross plant pegging & Distribution"
"IS_I","I_ICLE_CAT","FS-CM: Claim Bundle Category"
"IS_I","I_ICLF_CHK","FS-CM: Display of Check Lot (for Test System only)"
"IS_I","I_ICLPOLNR","FS-CM: Permits Change to Policy Number"
"IS_I","I_ICLPOLSE","FS-CM: Permits Change to Policy Snapshot"
"IS_I","I_ICLSBOBC","FS-CM: Authorization Object for Claim Subobject"
"IS_I","I_ICLSC","FS-CM: Authorization Object Benefits/Services/Fees Catalogs"
"IS_I","I_ICL_ACLM","FS-CM: Claim Authorization Group (VIP)"
"IS_I","I_ICL_ACT","FS-CM: Task/Log Entry"
"IS_I","I_ICL_AGRP","FS-CM: Claim Authorization Group (for Payt, Reserve, SubroR)"
"IS_I","I_ICL_CPOL","FS-CM: Authorization Object for Changing Coverage Policy"
"IS_I","I_ICL_CTYP","FS-CM: Claim Category"
"IS_I","I_ICL_LIT","FS-CM: Authorization Object for Litigation"
"IS_I","I_ICL_NEG","FS-CM: Authorization Object for Negotiation"
"IS_I","I_ICL_PROC","FS-CM: Authorization Object for Claim Item Groupings"
"IS_I","I_ICL_RI","FS-CM: Authorization Object for Reinsurance Integration"
"IS_I","I_ICL_SBRG","FS-CM: Authorization Object for Subrogation/Recovery"
"IS_I","I_ICL_SCLT","FS-CM: Subclaim Type"
"IS_I","I_ICL_SUBX","FS-CM: Authorization Group Claim Subobject (Such as Notes)"
"IS_I","I_ICL_SUP","FS-CM: Calculation and Application of Suppl. Reserves"
"PM","I_IE4N","Authorization Object for IE4N Modes"
"PM","I_ILOA","Change location- and accounting data in the order"
"PM","I_INGRP","PM: Maintenance Planner Group"
"IS_I","I_INSO_AUT","FS-CD: Insurance Object: Authorization Types"
"IS_I","I_INSO_FDG","FS-CD: Ins. Obj.: Authorizations for Individ. Field Grps"
"IS_I","I_INSO_GRP","FS-CD: Insurance Object: Authorization Group"
"IS_I","I_INS_OBJ","FS-CD: Process Insurance Object"
"PM","I_IWERK","PM: Maintenance Planning Plant"
"PM","I_KOSTL","PM: Cost Centers"
"IS","I_LBK_WC","Authorization object to control activities on work center"
"IS","I_LOGBOOK","Authorization object for Logbook"
"PM","I_MASS","PM: Mass Data Change"
"PHIN","I_PHIN_APP","Takeover-/Handover application"
"PHIN","I_PHIN_PO","PHIN: handover profile"
"PM","I_QMEL","PM/QM: Notification Types"
"PM","I_ROUT","PM: Task List"
"PM","I_ROUT1","PM: Task Lists by PM Planning Plant, Work Scheduler, Status"
"PM","I_SOGEN","PM: Permit"
"PM","I_SWERK","PM: Maintenance Plant"
"PM","I_TCODE","PM: Transaction Code"
"WCM","I_VAL","WCM: Valuation of Applications"
"PM","I_VORG_MEL","PM/QM: Business Operation for Notifications"
"PM","I_VORG_MP","PM: Business Operation for Maintenance Planning"
"PM","I_VORG_ORD","PM: Business Operation for Orders"
"IS_I","I_VVAH","FS-CD: Display Invoicing History"
"IS_I","I_VVBR_MST","FS-CD: Broker Collections - Dunning Status"
"IS_I","I_VVBR_STM","FS-CD: Broker Collections - Broker Report Editing"
"IS_I","I_VVFA","IS-IS-CD: Display Billing Data"
"IS_I","I_VVFB_STA","FS-CD: Data Transfer Doc - Query and Status Change (RFC)"
"IS_I","I_VVFB_UEB","FS-CD: Invoice Interface - Invoice Transfer"
"IS_I","I_VVKK_BLA","IS-IS/CD: Documents in Contract A/R+A/P - Doc type auth."
"IS_I","I_VVMH_VTR","FS-CD: Auth. Object for Contract-Rel. Dunning History"
"IS_I","I_VVRB_BUK","FS-CD: Legal Relationship in Account"
"IS_I","I_VVRFC","FS-CD: RFC Functions"
"IS_I","I_VVSO_BEG","FS-CD: Debit Entry - Office Authorization"
"IS_I","I_VVSO_BUK","FS-CD: Debit Entry - Company Code Authorization"
"IS_I","I_VVSO_GSB","FS-CD: Debit Entry - Business Area Authorization"
"IS_I","I_VVSO_PRG","FS-CD: Debit Entry - Product Group Authorization"
"IS_I","I_VVVK_ANL","FS-CD: Create and Change Contract Accts"
"IS_I","I_VVVK_INF","FS-CD: Contract Account Information"
"IS_I","I_VV_AAS","FS-CD: Clearing for Oldest Debt"
"BC_A","I_VV_IC","Authorization Info Container"
"WCM","I_WCUSE","WCM: Use of WCM Object"
"PM","I_WPS_MEB","WPS: Maintenance Event Builder"
"PM","I_WPS_REV","WPS: Revision authorization object"
"J1I1","J_1I57AE","Authorization object for 57AE report"
"J1I1","J_1I57F_4","Authorization object for 57F4 posting transaction"
"J1I1","J_1IAADEP","Authorizaton object for Income Tax depreciation - India"
"J1I1","J_1IAR","Authorizaton object for classic - Annual Returns"
"J1I1","J_1IARE_ME","Authorization object for area menu transaction"
"J1I1","J_1IASSET","Authorization for new Assets"
"J1I1","J_1IA_POSO","Authorization object for Amend PO's SO's transaction"
"J1I1","J_1ICAPGD1","Authorization for capital goods assets/ consumables"
"J1I1","J_1ICAP_GD","Authorization object for capital goods transaction"
"J1I1","J_1ICLACER","Authorizaton object for classic - Certificate"
"J1I1","J_1ICLATDS","Authorizaton object for classic - TDS Post"
"J1I1","J_1ICWIZ","Health Check"
"J1I1","J_1IDEP_S1","Enhanced Authorization object for depot sale transaction"
"J1I1","J_1IDEP_SL","Authorization object for depot sale transaction"
"J1I1","J_1IDNLD","Authorization object for Download"
"J1I1","J_1IEWPOCR","Excise invoice without PO create"
"J1I1","J_1IEWPOVP","Authorization object for Excise without PO - Verify"
"J1I1","J_1IEWTBCH","Authorizaton object for EWT - Bank Challan"
"J1I1","J_1IEWTCER","Authorization check for Certificate Printing- EWT"
"J1I1","J_1IEWTCHL","Authorization Object for Challan Updation-EWT"
"J1I1","J_1IEWTJV","Authorization check for JV"
"J1I1","J_1IEWTMIS","Authorisation for MIS Report"
"J1I1","J_1IEWTPR","Authorization check for SR/IR Provisions- EWT"
"J1I1","J_1IEWT_AR","Authorisation Object for Annual Returns -  Ext. With. Tax"
"J1I1","J_1IEWT_HC","health check for Migration to EWT"
"J1I1","J_1IEXCJV1","Excise Invoice"
"J1I1","J_1IEXC_CR","Authorization object for Excise Invoice Create"
"J1I1","J_1IEXC_IV","Authorization object for excise invoice posting transaction"
"J1I1","J_1IEXC_JV","Authorization object for Excise JV transaction"
"J1I1","J_1IEXC_OT","Authorization object for Other Excise Invoice Create"
"J1I1","J_1IEXC_RT","Authorization object for maintain excise rate transaction"
"J1I1","J_1IEXPRN","Authorization object for printing excise invoice"
"J1I1","J_1IEX_PST","Autorization object for posting Other Excise invoice"
"J1I1","J_1IFACSL1","Authorization for ARE1"
"J1I1","J_1IFACT1","Authorization for ARE3 Transactions"
"J1I1","J_1IFAC_S1","Enhanced Factory sales authorization"
"J1I1","J_1IFAC_SL","Authorization object for Factory sales transaction"
"J1I1","J_1IFRM_TR","Authorisation object for Forms tracking transaction"
"J1I1","J_1IFRTPYM","Authorization object for Fortnightly payment transaction"
"J1I1","J_1IGRPT1","Auth. for PART1 at GR"
"J1I1","J_1IIEXCP","Exceptions for sales Excise invoices"
"J1I1","J_1IINEX","Incoming Excise Invoice"
"J1I1","J_1IPLA_FC","Authorization object for PLA forecast"
"J1I1","J_1IPRC_CH","Authorization object for Basic price changes transaction"
"J1I1","J_1IREGEXT","Authorization object for excise registers extraction"
"J1I1","J_1IREGPRN","Authorization for Register Printing"
"J1I1","J_1IREGS","Authorization object for RG23 issues and RG1"
"J1I1","J_1IREGSN","Auth. for J1I5 (new program - J_1IREGSN)"
"J1I1","J_1IRG23D","Authorisation object for Depo Transactions"
"J1I1","J_1ISRVTX","Authorization for Service tax"
